Sr. No.,State,Work,Work ID,IDA,MP Name,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ ),expenditure_amount,threshold_proximity_pct,vendor_payout_velocity,vendor_cumulative_30d,cumulative_vendor_spend_vs_threshold_pct,mp_total_allocation,amount_to_mp_budget_pct,year_month,ida_monthly_txns,risk_output,risk_score
58483,58484,Rajasthan,Construction of buildings for community cultural activities,WS/MP18162/2025-2026/191481,BUNDI(DISTRICT COLLECTOR BUNDI_IDA),DAMODAR AGARWAL,BHILWARA,2026-03-23,GRAM PANCHAYAT MENDI,Payment Success,115086,115086.0,0.0,7,499179.0,96.77,147000000.0,0.07828979591836735,2026-03,7,"{'Work ID': 'WS/MP18162/2025-2026/191481', 'risk_score': 55.0, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 115086.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 7, 'cumulative_vendor_spend_vs_threshold_pct': 96.77, 'budget_impact_pct': 0.08, 'ida_monthly_txns': 7}, 'raw_anomaly_score': 0.0374, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 96.77, 'contribution_to_risk': 5.9336}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.2739}, {'feature': 'ida_monthly_txns', 'value': 7, 'contribution_to_risk': -0.2216}]}",55.0
58487,58488,Rajasthan,Construction of buildings for community cultural activities,WS/MP18162/2025-2026/191481,BUNDI(DISTRICT COLLECTOR BUNDI_IDA),DAMODAR AGARWAL,BHILWARA,2026-03-23,GRAM PANCHAYAT MENDI,Payment Success,47320,47320.0,34.23,7,499179.0,96.77,147000000.0,0.03219047619047619,2026-03,7,"{'Work ID': 'WS/MP18162/2025-2026/191481', 'risk_score': 68.5, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': True, 'metrics': {'amount': 47320.0, 'threshold_proximity_pct': 34.23, 'vendor_30d_frequency': 7, 'cumulative_vendor_spend_vs_threshold_pct': 96.77, 'budget_impact_pct': 0.03, 'ida_monthly_txns': 7}, 'raw_anomaly_score': -0.0177, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 96.77, 'contribution_to_risk': 4.8933}, {'feature': 'threshold_proximity_pct', 'value': 34.23, 'contribution_to_risk': 1.8711}, {'feature': 'ida_monthly_txns', 'value': 7, 'contribution_to_risk': -0.1965}]}",68.5
58482,58483,Rajasthan,Construction of buildings for community cultural activities,WS/MP18162/2025-2026/191481,BUNDI(DISTRICT COLLECTOR BUNDI_IDA),DAMODAR AGARWAL,BHILWARA,2026-03-23,GRAM PANCHAYAT MENDI,Payment Success,223164,223164.0,0.0,7,499179.0,96.77,147000000.0,0.1518122448979592,2026-03,7,"{'Work ID': 'WS/MP18162/2025-2026/191481', 'risk_score': 53.6, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 223164.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 7, 'cumulative_vendor_spend_vs_threshold_pct': 96.77, 'budget_impact_pct': 0.15, 'ida_monthly_txns': 7}, 'raw_anomaly_score': 0.0432, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 96.77, 'contribution_to_risk': 5.8313}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.2721}, {'feature': 'ida_monthly_txns', 'value': 7, 'contribution_to_risk': -0.2717}]}",53.6
58488,58489,Rajasthan,Construction of buildings for community cultural activities,WS/MP18162/2025-2026/191481,BUNDI(DISTRICT COLLECTOR BUNDI_IDA),DAMODAR AGARWAL,BHILWARA,2026-03-23,GRAM PANCHAYAT MENDI,Payment Success,37800,37800.0,0.76,7,499179.0,96.77,147000000.0,0.025714285714285714,2026-03,7,"{'Work ID': 'WS/MP18162/2025-2026/191481', 'risk_score': 58.2, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 37800.0, 'threshold_proximity_pct': 0.76, 'vendor_30d_frequency': 7, 'cumulative_vendor_spend_vs_threshold_pct': 96.77, 'budget_impact_pct': 0.03, 'ida_monthly_txns': 7}, 'raw_anomaly_score': 0.0242, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 96.77, 'contribution_to_risk': 5.9097}, {'feature': 'ida_monthly_txns', 'value': 7, 'contribution_to_risk': -0.197}, {'feature': 'threshold_proximity_pct', 'value': 0.76, 'contribution_to_risk': -0.1023}]}",58.2
58779,58780,Punjab,Purchase of mobile water tankers,WS/MP18153/2025-2026/190218,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),SHER SINGH GHUBAYA,FIROZPUR,2026-03-27,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,240521,240521.0,0.0,14,3358202.0,0.14,147000000.0,0.16361972789115647,2026-03,5,"{'Work ID': 'WS/MP18153/2025-2026/190218', 'risk_score': 5.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 240521.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 14, 'cumulative_vendor_spend_vs_threshold_pct': 0.14, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 5}, 'raw_anomaly_score': 0.2397, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4693}, {'feature': 'expenditure_amount', 'value': 240521.0, 'contribution_to_risk': -0.3049}, {'feature': 'ida_monthly_txns', 'value': 5, 'contribution_to_risk': -0.2877}]}",5.4
58760,58761,Punjab,Purchase of mobile water tankers,WS/MP18153/2024-2025/183050,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),SHER SINGH GHUBAYA,FIROZPUR,2026-03-27,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,240667,240667.0,0.0,14,3358202.0,0.14,147000000.0,0.1637190476190476,2026-03,5,"{'Work ID': 'WS/MP18153/2024-2025/183050', 'risk_score': 5.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 240667.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 14, 'cumulative_vendor_spend_vs_threshold_pct': 0.14, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 5}, 'raw_anomaly_score': 0.2397, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4693}, {'feature': 'expenditure_amount', 'value': 240667.0, 'contribution_to_risk': -0.3049}, {'feature': 'ida_monthly_txns', 'value': 5, 'contribution_to_risk': -0.2877}]}",5.4
58995,58996,Punjab,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP18155/2025-2026/250837,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),2026-04-02,Kanhaiya BKO,Payment Success,32400,32400.0,0.09,5,137700.0,0.0,147000000.0,0.022040816326530613,2026-04,5,"{'Work ID': 'WS/MP18155/2025-2026/250837', 'risk_score': 4.2, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 32400.0, 'threshold_proximity_pct': 0.09, 'vendor_30d_frequency': 5, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 5}, 'raw_anomaly_score': 0.2446, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.09, 'contribution_to_risk': -0.4151}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4018}, {'feature': 'vendor_payout_velocity', 'value': 5, 'contribution_to_risk': -0.3011}]}",4.2
58996,58997,Punjab,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP18155/2025-2026/250837,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),2026-04-02,Kanhaiya BKO,Payment Success,24300,24300.0,0.0,5,137700.0,0.0,147000000.0,0.01653061224489796,2026-04,5,"{'Work ID': 'WS/MP18155/2025-2026/250837', 'risk_score': 4.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 24300.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 5, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 5}, 'raw_anomaly_score': 0.2431, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4646}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4024}, {'feature': 'vendor_payout_velocity', 'value': 5, 'contribution_to_risk': -0.2825}]}",4.6
58997,58998,Punjab,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP18155/2025-2026/250837,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),2026-04-02,Kanhaiya BKO,Payment Success,32400,32400.0,0.09,5,137700.0,0.0,147000000.0,0.022040816326530613,2026-04,5,"{'Work ID': 'WS/MP18155/2025-2026/250837', 'risk_score': 4.2, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 32400.0, 'threshold_proximity_pct': 0.09, 'vendor_30d_frequency': 5, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 5}, 'raw_anomaly_score': 0.2446, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.09, 'contribution_to_risk': -0.4151}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4018}, {'feature': 'vendor_payout_velocity', 'value': 5, 'contribution_to_risk': -0.3011}]}",4.2
58999,59000,Punjab,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP18155/2025-2026/250837,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),2026-04-02,Kanhaiya BKO,Payment Success,24300,24300.0,0.0,5,137700.0,0.0,147000000.0,0.01653061224489796,2026-04,5,"{'Work ID': 'WS/MP18155/2025-2026/250837', 'risk_score': 4.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 24300.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 5, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 5}, 'raw_anomaly_score': 0.2431, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4646}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4024}, {'feature': 'vendor_payout_velocity', 'value': 5, 'contribution_to_risk': -0.2825}]}",4.6
58998,58999,Punjab,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP18155/2025-2026/250837,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),2026-04-02,Kanhaiya BKO,Payment Success,24300,24300.0,0.0,5,137700.0,0.0,147000000.0,0.01653061224489796,2026-04,5,"{'Work ID': 'WS/MP18155/2025-2026/250837', 'risk_score': 4.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 24300.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 5, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 5}, 'raw_anomaly_score': 0.2431, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4646}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4024}, {'feature': 'vendor_payout_velocity', 'value': 5, 'contribution_to_risk': -0.2825}]}",4.6
58789,58790,Punjab,Construction of community centers and community halls,WS/MP18311/2024-2025/164311,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-04-09,MAHADEV TRADERS,Payment Success,56675,56675.0,0.0,1,56675.0,0.0,147000000.0,0.038554421768707485,2026-04,1,"{'Work ID': 'WS/MP18311/2024-2025/164311', 'risk_score': 4.7, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 56675.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.04, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2428, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.4958}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4578}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3967}]}",4.7
58678,58679,Telangana,Installing tube-wells and borewells,WS/MP761/2026-2027/156056,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2026-04-13,GUTHI SRINIVAS,Payment Success,147351,147351.0,0.0,4,1047351.0,0.0,281396355.11,0.05236421770367258,2026-04,4,"{'Work ID': 'WS/MP761/2026-2027/156056', 'risk_score': 2.7, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 147351.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 4, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.05, 'ida_monthly_txns': 4}, 'raw_anomaly_score': 0.251, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4722}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4}, {'feature': 'vendor_payout_velocity', 'value': 4, 'contribution_to_risk': -0.3613}]}",2.7
58411,58412,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP345/2025-2026/199108,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Shri NK Premachandran,KOLLAM,2026-04-16,Sunildath J,Payment Success,801650,801650.0,0.0,1,801650.0,0.0,171477994.11,0.4674943885136399,2026-04,1,"{'Work ID': 'WS/MP345/2025-2026/199108', 'risk_score': 16.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 801650.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.47, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.1951, 'top_contributing_features': [{'feature': 'expenditure_amount', 'value': 801650.0, 'contribution_to_risk': 0.8798}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.4674943885136399, 'contribution_to_risk': 0.6167}, {'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.4846}]}",16.3
58950,58951,Kerala,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP18095/2025-2026/148831,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),K. C VENUGOPAL,ALAPPUZHA,2026-04-18,K M Technologies,Payment Success,527850,527850.0,0.0,1,527850.0,0.0,147000000.0,0.3590816326530612,2026-04,1,"{'Work ID': 'WS/MP18095/2025-2026/148831', 'risk_score': 9.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 527850.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.36, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2233, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.5035}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4129}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3728}]}",9.4
58538,58539,Odisha,Construction of common work sheds/ common covered sitting area,WS/MP18139/2025-2026/202510,Baragada(DISTRICT COLLECTOR BARAGARH_IDA),PRADEEP PUROHIT,BARGARH,2026-04-20,SURYA NRN LENKA,Payment Success,300000,300000.0,0.03,1,300000.0,0.03,147000000.0,0.20408163265306123,2026-04,1,"{'Work ID': 'WS/MP18139/2025-2026/202510', 'risk_score': 4.0, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 300000.0, 'threshold_proximity_pct': 0.03, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.03, 'budget_impact_pct': 0.2, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2455, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.4991}, {'feature': 'threshold_proximity_pct', 'value': 0.03, 'contribution_to_risk': -0.4367}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.03, 'contribution_to_risk': -0.3722}]}",4.0
58838,58839,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP380/2025-2026/257203,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Shri Amar Singh,FATEHGARH SAHIB(SC),2026-04-21,BHAGWATI TILE STUDIO,Payment Success,378000,378000.0,0.76,1,378000.0,0.76,147000000.0,0.2571428571428571,2026-04,1,"{'Work ID': 'WS/MP380/2025-2026/257203', 'risk_score': 8.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 378000.0, 'threshold_proximity_pct': 0.76, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.76, 'budget_impact_pct': 0.26, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2275, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.5223}, {'feature': 'threshold_proximity_pct', 'value': 0.76, 'contribution_to_risk': -0.27}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.2571428571428571, 'contribution_to_risk': -0.1086}]}",8.4
58794,58795,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18069/2025-2026/257557,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),RAJEEV BHARDWAJ,KANGRA,2026-04-23,GRAM PANCHAYAT GAGLA DEVELOPMENT BLOCK MEHLA,Payment Success,124946,124946.0,0.0,2,249946.0,0.0,179388967.11,0.06965088322482174,2026-04,1,"{'Work ID': 'WS/MP18069/2025-2026/257557', 'risk_score': 4.7, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 124946.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.07, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2429, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4594}, {'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.4226}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3916}]}",4.7
58672,58673,Telangana,Construction of community centers and community halls,WS/MP761/2026-2027/171646,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2026-04-25,GUTHI SRINIVAS,Payment Success,350000,350000.0,0.25,6,1797351.0,0.0,281396355.11,0.12437972050603933,2026-04,4,"{'Work ID': 'WS/MP761/2026-2027/171646', 'risk_score': 5.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 350000.0, 'threshold_proximity_pct': 0.25, 'vendor_30d_frequency': 6, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.12, 'ida_monthly_txns': 4}, 'raw_anomaly_score': 0.24, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4027}, {'feature': 'threshold_proximity_pct', 'value': 0.25, 'contribution_to_risk': -0.3546}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.12437972050603933, 'contribution_to_risk': -0.2678}]}",5.4
58669,58670,Telangana,Installation of multi-gym equipment,WS/MP761/2025-2026/169879,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2026-04-25,GUTHI SRINIVAS,Payment Success,400000,400000.0,1.83,6,1797351.0,0.0,281396355.11,0.14214825200690212,2026-04,4,"{'Work ID': 'WS/MP761/2025-2026/169879', 'risk_score': 8.0, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 400000.0, 'threshold_proximity_pct': 1.83, 'vendor_30d_frequency': 6, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.14, 'ida_monthly_txns': 4}, 'raw_anomaly_score': 0.2292, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4008}, {'feature': 'ida_monthly_txns', 'value': 4, 'contribution_to_risk': -0.2507}, {'feature': 'vendor_payout_velocity', 'value': 6, 'contribution_to_risk': -0.2418}]}",8.0
58430,58431,Telangana,Construction of community centers and community halls,WS/MP761/2026-2027/224102,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2026-04-25,NAIDI NARSIAH,Payment Success,495000,495000.0,81.87,1,495000.0,81.87,281396355.11,0.17590846185854137,2026-04,4,"{'Work ID': 'WS/MP761/2026-2027/224102', 'risk_score': 66.5, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': True, 'metrics': {'amount': 495000.0, 'threshold_proximity_pct': 81.87, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 81.87, 'budget_impact_pct': 0.18, 'ida_monthly_txns': 4}, 'raw_anomaly_score': -0.0097, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 81.87, 'contribution_to_risk': 3.5145}, {'feature': 'threshold_proximity_pct', 'value': 81.87, 'contribution_to_risk': 3.1454}, {'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.3564}]}",66.5
58811,58812,Tamil Nadu,Construction of footpaths and pedestrian ways,WS/MP18180/2025-2026/231227,PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA),ARUN NEHRU,PERAMBALUR,2026-04-30,NALLATHAMBI S,Payment Success,297213,297213.0,0.03,3,896178.0,0.0,147000000.0,0.2021857142857143,2026-04,2,"{'Work ID': 'WS/MP18180/2025-2026/231227', 'risk_score': 3.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 297213.0, 'threshold_proximity_pct': 0.03, 'vendor_30d_frequency': 3, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.2, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.247, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.03, 'contribution_to_risk': -0.445}, {'feature': 'vendor_payout_velocity', 'value': 3, 'contribution_to_risk': -0.404}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4018}]}",3.6
58810,58811,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18180/2025-2026/231225,PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA),ARUN NEHRU,PERAMBALUR,2026-04-30,NALLATHAMBI S,Payment Success,299278,299278.0,0.03,3,896178.0,0.0,147000000.0,0.20359047619047618,2026-04,2,"{'Work ID': 'WS/MP18180/2025-2026/231225', 'risk_score': 3.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 299278.0, 'threshold_proximity_pct': 0.03, 'vendor_30d_frequency': 3, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.2, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.247, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.03, 'contribution_to_risk': -0.4451}, {'feature': 'vendor_payout_velocity', 'value': 3, 'contribution_to_risk': -0.404}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4019}]}",3.6
