"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"53521","Madhya Pradesh","Purchase of ambulances (Four, three and two wheelers)","WS/MP18357/2024-2025/160266","SHIVPURI(District Collector Shivpuri_IDA)","JYOTIRADITYA M. SCINDIA","GUNA","27-Feb-2025","Dean govt medical college shivpuri","Payment Success","468927"
"53522","Madhya Pradesh","Purchase of ambulances (Four, three and two wheelers)","WS/MP18357/2024-2025/160266","SHIVPURI(District Collector Shivpuri_IDA)","JYOTIRADITYA M. SCINDIA","GUNA","08-Jan-2025","Dean govt medical college shivpuri","Payment Success","2715837"
"53523","West Bengal","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP859/2024-2025/160558","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Kalyan Banerjee","SREERAMPUR","22-Aug-2025","GOURI ENTERPRISE","Payment Success","676519"
"53524","Tamil Nadu","Construction of buildings for community cultural activities","WS/MP393/2024-2025/143045","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri Karti P Chidambaram","SIVAGANGA","25-Jan-2025","ADAIKKAN V","Payment Success","849864"
"53525","Haryana","Construction of common work sheds/ common covered sitting area","WS/MP18060/2025-2026/230497","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","VARUN CHAUDHRY","AMBALA (SC)","27-Feb-2026","The Pandher co op l and C Society Ltd","Payment Success","294673"
"53526","Haryana","Construction of common work sheds/ common covered sitting area","WS/MP18060/2025-2026/209506","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","VARUN CHAUDHRY","AMBALA (SC)","06-Feb-2026","The Pandher co op l and C Society Ltd","Payment Success","360916"
"53527","Gujarat","Construction of public toilets and bathrooms","WS/MP18059/2025-2026/205064","VALSAD(DISTRICT COLLECTOR VALSAD_IDA)","DHAVAL LAXMANBHAI PATEL","VALSAD(ST)","02-Feb-2026","GROUP GRAM PANCHAYAT KAPRARA","Payment Success","489877"
"53528","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP428/2025-2026/239149","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Santosh Pandey","RAJNANDGAON","13-Oct-2025","gram panchayat lammeta","Payment Success","250000"
"53529","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP428/2025-2026/239149","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Santosh Pandey","RAJNANDGAON","02-Feb-2026","gram panchayat lammeta","Payment Success","250000"
"53530","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP428/2024-2025/160501","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Santosh Pandey","RAJNANDGAON","18-Jun-2025","gram panchayat lammeta","Payment Success","125000"
"53531","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP428/2024-2025/160501","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Santosh Pandey","RAJNANDGAON","31-Dec-2024","gram panchayat lammeta","Payment Success","375000"
"53532","Chhattisgarh","Construction of additional rooms and halls in the existing public and community building","WS/MP428/2025-2026/239155","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Santosh Pandey","RAJNANDGAON","17-Oct-2025","gram panchayat lammeta","Payment Success","250000"
"53533","Assam","Construction of community centers and community halls","WS/MP18024/2025-2026/148521","CHARAIDEO(Deputy Commissioner Charaideo_IDA)","GAURAV GOGOI","JORHAT","23-Jul-2025","DESANG HARDWARE STORE","Payment Success","50000"
"53534","Assam","Construction of community centers and community halls","WS/MP18024/2025-2026/148521","CHARAIDEO(Deputy Commissioner Charaideo_IDA)","GAURAV GOGOI","JORHAT","01-Sep-2025","DESANG HARDWARE STORE","Payment Success","99974"
"53535","Madhya Pradesh","Construction of culverts and bridges","WS/MP18109/2024-2025/150127","SHAHDOL(District Collector Shahdol_IDA)","DR. RAJESH MISHRA","SIDHI","23-Apr-2025","gram panchayat gajni","Payment Success","250000"
"53536","Madhya Pradesh","Construction of culverts and bridges","WS/MP18109/2024-2025/150127","SHAHDOL(District Collector Shahdol_IDA)","DR. RAJESH MISHRA","SIDHI","01-Jan-2025","gram panchayat gajni","Payment Success","250000"
"53537","Rajasthan","Purchase of IT systems, including hardware and software for educational purposes","WS/MP386/2024-2025/142230","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","NAGAUR","29-Jan-2025","BARDWA  TIMBER MART","Payment Success","90650"
"53538","Rajasthan","Purchase of IT systems, including hardware and software for educational purposes","WS/MP386/2024-2025/142230","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","NAGAUR","24-Jan-2025","BARDWA  TIMBER MART","Payment Success","23600"
"53539","Delhi","Development of public parks","WS/MP18396/2024-2025/145976","EAST(COMMISSIONER EAST)","Harsh Malhotra","EAST DELHI","27-May-2025","Tadellos Corporation","Payment Success","761500"
"53540","Delhi","Development of public parks","WS/MP18396/2024-2025/145979","EAST(COMMISSIONER EAST)","Harsh Malhotra","EAST DELHI","01-Sep-2025","Tadellos Corporation","Payment Success","761500"
"53541","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP745/2024-2025/181799","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","K Subbarayan","TIRUPPUR","14-Mar-2025","MOHANRAJ AND CO","Payment Success","2014990"
"53542","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP526/2025-2026/257303","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy","KADAPA","23-Jun-2026","KCR CONSTRUCTIONS KADAPA","Payment Success","199243"
"53543","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP526/2025-2026/257244","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy","KADAPA","23-Jun-2026","KCR CONSTRUCTIONS KADAPA","Payment Success","199413"
"53544","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP526/2025-2026/258208","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy","KADAPA","23-Jun-2026","KCR CONSTRUCTIONS KADAPA","Payment Success","199445"
"53545","Andhra Pradesh","Providing drains and gutters for public drainage","WS/MP526/2024-2025/146049","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy","KADAPA","25-Mar-2025","KCR CONSTRUCTIONS KADAPA","Payment Success","2496908"
"53546","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP526/2025-2026/257246","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy","KADAPA","17-Mar-2026","KCR CONSTRUCTIONS KADAPA","Payment Success","199487"
"53547","Gujarat","Construction of rainwater harvesting structures","WS/MP575/2025-2026/201863","NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA)","C R Patil","NAVSARI","12-Aug-2025","GRAM PANCHAYAT PIPALDHARA","Payment Success","175000"
"53548","Sikkim","Street lights","WS/MP013/2025-2026/252661","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Indra Hang Subba","SIKKIM","31-Mar-2026","BANWARILALL OMKARMULL","Payment Success","463241"
"53549","Arunachal Pradesh","Construction of rainwater harvesting structures","WS/MP313/2025-2026/226629","LONGDING(Deputy Commisioner Longding_IDA)","Shri Tapir Gao","ARUNACHAL EAST","24-Nov-2025","THURO TIKHAK","Payment Success","15000"
"53550","Arunachal Pradesh","Construction of rainwater harvesting structures","WS/MP313/2025-2026/226629","LONGDING(Deputy Commisioner Longding_IDA)","Shri Tapir Gao","ARUNACHAL EAST","24-Nov-2025","THURO TIKHAK","Payment Success","150000"
"53551","Arunachal Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP313/2025-2026/231944","LONGDING(Deputy Commisioner Longding_IDA)","Shri Tapir Gao","ARUNACHAL EAST","25-Nov-2025","THURO TIKHAK","Payment Success","30000"
"53552","Arunachal Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP313/2025-2026/231944","LONGDING(Deputy Commisioner Longding_IDA)","Shri Tapir Gao","ARUNACHAL EAST","25-Nov-2025","THURO TIKHAK","Payment Success","3000"
"53553","Arunachal Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP313/2024-2025/138757","LONGDING(Deputy Commisioner Longding_IDA)","Shri Tapir Gao","ARUNACHAL EAST","27-Dec-2024","THURO TIKHAK","Payment Success","200000"
"53554","Arunachal Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP313/2024-2025/138705","LONGDING(Deputy Commisioner Longding_IDA)","Shri Tapir Gao","ARUNACHAL EAST","27-Dec-2024","THURO TIKHAK","Payment Success","200000"
"53555","Arunachal Pradesh","Construction of culverts and bridges","WS/MP313/2025-2026/225890","LONGDING(Deputy Commisioner Longding_IDA)","Shri Tapir Gao","ARUNACHAL EAST","25-Nov-2025","THURO TIKHAK","Payment Success","7500"
"53556","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18101/2024-2025/153236","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","RAHUL SINGH LODHI","DAMOH","24-Dec-2024","Gram panchayat Rewjha","Payment Success","750000"
"53557","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18101/2024-2025/153236","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","RAHUL SINGH LODHI","DAMOH","23-Oct-2025","Gram panchayat Rewjha","Payment Success","250000"
"53558","Madhya Pradesh","Construction of additional rooms and halls in the existing public and community building","WS/MP18108/2024-2025/150382","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","DR. LATA WANKHEDE","SAGAR","23-Dec-2024","Ashish Soni","Payment Success","900000"
"53559","Madhya Pradesh","Construction of additional rooms and halls in the existing public and community building","WS/MP18108/2024-2025/150382","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","DR. LATA WANKHEDE","SAGAR","25-Aug-2025","Ashish Soni","Payment Success","600000"
"53560","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18108/2024-2025/151874","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","DR. LATA WANKHEDE","SAGAR","29-Apr-2025","Gram Panchayat Semrahat","Payment Success","175000"
"53561","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18108/2024-2025/151874","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","DR. LATA WANKHEDE","SAGAR","01-Jan-2025","Gram Panchayat Semrahat","Payment Success","525000"
"53562","Karnataka","Construction of rooms and halls in school and colleges","WS/MP18263/2025-2026/166032","UDUPI(DEPUTY COMMISSIONER UDUPI_IDA)","KOTA SRINIVAS POOJARY","UDUPI CHIKMAGALUR","05-Dec-2025","AHEMMED SHERIF","Payment Success","500000"
"53563","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP490/2025-2026/241159","VARANASI(DISTRICT MAGISTRAE VARANASI_IDA)","Shri Narendra Modi","VARANASI","05-May-2026","MAA VINDHYAWASINI CONSTRUCTION","Payment Success","922406"
"53564","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18324/2024-2025/151495","BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA)","BHARATBHAI MANUBHAI SUTARIYA","AMRELI","11-Mar-2025","JESAR GRAM PANCHAYAT","Payment Success","297358"
"53565","Rajasthan","Construction of community centers and community halls","WS/MP386/2024-2025/142451","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","NAGAUR","06-Oct-2025","GRAM PANCHAYAT DATINA","Payment Success","249988"
"53566","Rajasthan","Installing tube-wells and borewells","WS/MP386/2024-2025/145023","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","NAGAUR","04-Oct-2025","GRAM PANCHAYAT DATINA","Payment Success","100000"
"53567","Rajasthan","Installing tube-wells and borewells","WS/MP386/2024-2025/147121","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","NAGAUR","14-Oct-2025","GRAM PANCHAYAT DATINA","Payment Success","19582"
"53568","Rajasthan","Street lights","WS/MP386/2024-2025/147126","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","NAGAUR","04-Jan-2025","GRAM PANCHAYAT DATINA","Payment Success","60000"
"53569","Rajasthan","Installing tube-wells and borewells","WS/MP386/2024-2025/147121","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","NAGAUR","04-Jan-2025","GRAM PANCHAYAT DATINA","Payment Success","180000"
"53570","Rajasthan","Construction of community centers and community halls","WS/MP386/2024-2025/142451","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","NAGAUR","04-Jan-2025","GRAM PANCHAYAT DATINA","Payment Success","750000"
"53571","Rajasthan","Installing tube-wells and borewells","WS/MP386/2024-2025/145023","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","NAGAUR","23-Jun-2025","GRAM PANCHAYAT DATINA","Payment Success","300000"
"53572","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138061","ALWAR(DISTRICT COLLECTOR ALWAR_IDA)","SANJNA JATAV","BHARATPUR(SC)","06-Jul-2025","Rekha Devi","Payment Success","3705"
"53573","Rajasthan","Construction of community centers and community halls","WS/MP18161/2024-2025/138069","ALWAR(DISTRICT COLLECTOR ALWAR_IDA)","SANJNA JATAV","BHARATPUR(SC)","14-Jan-2026","Rekha Devi","Payment Success","3367"
"53574","Rajasthan","Construction of boundary walls of existing public and community buildings","WS/MP18169/2025-2026/261047","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR","RAJSAMAND","11-Mar-2026","UJJAWAL ENTERPRISE","Payment Success","149964"
"53575","Rajasthan","Construction of community centers and community halls","WS/MP18169/2025-2026/257624","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR","RAJSAMAND","11-Mar-2026","UJJAWAL ENTERPRISE","Payment Success","149916"
"53576","Rajasthan","Construction of boundary walls of existing public and community buildings","WS/MP18169/2025-2026/261047","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR","RAJSAMAND","12-Apr-2026","UJJAWAL ENTERPRISE","Payment Success","44452"
"53577","Assam","Construction of boundary walls of existing public and community buildings","WS/MP18019/2024-2025/137729","KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA)","AMARSING TISSO","Diphu (ST)","23-Dec-2024","SIRA RONGHANGPI","Payment Success","497873"
"53578","Punjab","Providing drains and gutters for public drainage","WS/MP18155/2025-2026/196984","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL","HOSHIARPUR(SC)","10-Nov-2025","The Raily Co op L and C Society ltd","Payment Success","74177"
"53579","Punjab","Installation of fixed garden gym equipment","WS/MP18311/2025-2026/194231","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","08-Jul-2025","R S INDUSTRIES","Payment Success","300000"
"53580","Punjab","Installation of multi-gym equipment","WS/MP18311/2025-2026/176970","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","22-Apr-2025","R S INDUSTRIES","Payment Success","300000"
"53581","Punjab","Installation of fixed garden gym equipment","WS/MP18311/2024-2025/143256","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","10-Feb-2025","R S INDUSTRIES","Payment Success","200000"
"53582","Punjab","Installation of fixed garden gym equipment","WS/MP18311/2024-2025/143240","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","11-Feb-2025","R S INDUSTRIES","Payment Success","200000"
"53583","Punjab","Installation of fixed garden gym equipment","WS/MP18311/2024-2025/143260","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","06-Feb-2025","R S INDUSTRIES","Payment Success","200000"
"53584","Punjab","Installation of fixed garden gym equipment","WS/MP18311/2024-2025/143258","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","06-Feb-2025","R S INDUSTRIES","Payment Success","200000"
"53585","Punjab","Installation of fixed garden gym equipment","WS/MP18311/2024-2025/143261","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","06-Feb-2025","R S INDUSTRIES","Payment Success","200000"
"53586","Punjab","Installation of fixed garden gym equipment","WS/MP18311/2024-2025/143230","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","08-Sep-2025","R S INDUSTRIES","Payment Success","200000"
"53587","Madhya Pradesh","Construction of buildings for community cultural activities","WS/MP18106/2026-2027/279967","SHEOPUR(District Collector Sheopur_IDA)","SHIVMANGAL SINGH TOMAR","MORENA","20-Jul-2026","SARPANCH SACHIV  GRAM PANCHAYAT PARATWADA","Payment Success","1000000"
"53588","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP743/2025-2026/230544","CHENGALPATTU(District Collector Chengalpattu_IDA)","Ganesan Selvam","KANCHEEPURAM(SC)","02-Jan-2026","C Dinesh","Payment Success","498842"
"53589","Chhattisgarh","Construction of common work sheds/ common covered sitting area","WS/MP429/2024-2025/157874","KORBA(Collector-Korba)","Jyotsna Charandas Mahant","KORBA","30-Dec-2024","GRAM PANCHAYAT KATHRIMAL","Payment Success","200000"
"53590","Chhattisgarh","Renovation of ponds and lakes","WS/MP429/2025-2026/209938","KORBA(Collector-Korba)","Jyotsna Charandas Mahant","KORBA","30-Jun-2025","GRAM PANCHAYAT KATHRIMAL","Payment Success","150000"
"53591","West Bengal","Installing tube-wells and borewells","WS/MP18253/2024-2025/141444","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","BAPI HALDAR","MATHURAPUR(SC)","08-Jan-2025","SHILA RANI CONSTRUCTION","Payment Success","221673"
"53592","West Bengal","Installing tube-wells and borewells","WS/MP18253/2024-2025/141449","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","BAPI HALDAR","MATHURAPUR(SC)","23-Dec-2024","SHILA RANI CONSTRUCTION","Payment Success","218137"
"53593","West Bengal","Installing tube-wells and borewells","WS/MP18253/2024-2025/141443","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","BAPI HALDAR","MATHURAPUR(SC)","27-Dec-2024","SHILA RANI CONSTRUCTION","Payment Success","221695"
"53594","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP575/2025-2026/235058","NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA)","C R Patil","NAVSARI","23-Mar-2026","Sanjaybhai Mangubhai Patel","Payment Success","500000"
"53595","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP575/2025-2026/235049","NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA)","C R Patil","NAVSARI","25-May-2026","Sanjaybhai Mangubhai Patel","Payment Success","500000"
"53596","Haryana","Construction of boundary walls of existing public and community buildings","WS/MP18064/2025-2026/186139","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","NAVEEN JINDAL","KURUKSHETRA","04-Jan-2026","THE BHARAT LABOUR AND CONSTRUCTION SOCIETY LTD PUNDRI","Payment Success","426831"
"53597","Haryana","Construction of boundary walls of existing public and community buildings","WS/MP18064/2025-2026/186139","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","NAVEEN JINDAL","KURUKSHETRA","13-May-2026","THE BHARAT LABOUR AND CONSTRUCTION SOCIETY LTD PUNDRI","Payment Success","531319"
"53598","Telangana","Construction of community centers and community halls","WS/MP761/2024-2025/164513","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Arvind Dharmapuri","NIZAMABAD","09-Jan-2025","SANTHOSH KUMAR RAMARTHI","Payment Success","400000"
"53599","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP384/2024-2025/145501","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Arjun Ram Meghwal","BIKANER(SC)","22-Jun-2025","GRAM PANCHAYAT TANTWAS","Payment Success","450000"
